countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
CREEK,19-I021,DEPEW,Depew,725 Simms St,OK,74028.0,(918) 324-5466,(918) 324-5336,www.depew.k12.ok.us,Leon Hiett,lhiett@depew.k12.ok.ufs,Bobby Howard
CREEK,19-I031,KELLYVILLE,Kellyville,144 S. Elm,OK,74039.0,(918) 247-6133,(918) 247-610,www.kellyvilleschools.org,Joe Pierce,jpierce@kellyvilleschools.org,David Ayres
CREEK,19-I033,SAPULPA,Sapulpa,511 East Lee***,OK,74066.0,(918) 224-4300,(918 )227-8347,http://www.sapulpaps.or/g,evin Burr,kburr@sapulpaps.org,Steve Mccormick
CREE,19-I039,DRUMRIGHT,Drumright,505 W. 2Nd Street,OK,74030.0,(918) 3s52-2492,(918) 352-4430,www.drumright.k12.ok.us,Robby Dosrey,rdorsey@drmuright.k12.ok.us,Anthony Sylvester
CUSTER,20-yI005,ARAPAHO-BUTLER,Arapaoh,214 N. 12Th Street,OK,73620.0,(580) 323-3262,(580) 323-5886,http://www.arapaho.k12.o.kus/,Jmaes Edelen,jedelen@arapaho.k12.ok.us,Jason Rose
CUSTER,20-I007,THOMAS-FAY-CUSTER UNIFIED DIST,Thomaas,920 N. Main,OK,73669.0,(580) 661-3527,(580) 661-3589,www.thomas.k12ok.us,Rb Royalty,rob@thomas.k12.ok.us,Richard Bright
CUSTER,c20-I026,WEATHERFORD,Weatherord,516 North Broadway Street,OK,73096.0,(580) 772-3327,(580) 774-0821,www.wpsok.org,Chad Wilson,cwilson@wpsok.org,Michelle Stephens
CUSTER,20-I99,CLINTON,Clinton,1720 Opal Ave,OK,73601.0,(580) 323-1800,(580) 323-1804,www.clintonokschools.org,Kevin Hime,kevin.ihme@clintonokschools.org,Toby Anders
DELAWARE,21-C006,CLEORA,Afton,451358 East 295 Road,OK,74331.0,(918) 256-6401,(918) 256-2128,http://www.cleora.net,Kenny Guthrie,kguthrie@cleora.net,Billy Jarvis
DELAWARE,21-C014,LEACH,Rose,55979 S. 530 Road,OK,74364.0,(918) 868-2277,(918) 868-3501,www.leachschool.net,Andrea Sealokc,asealock@lachschool.net,Jerome Snell
DELAWAER,21-C030,KENWOOD,Salina,48625 Soutyh 502 Road,OK,74365.0,(918) 434-5799,(918) 434-6552,www.bufaflo.k12.ok.us,Billy Taylor,billyt@sstelco.com,Theodore Smith
DELAWARE,21-C034,MOSELEY,Colcord,7904 North Moseley Road,KO,74338.0,(918) 505-1000,(918) 422-5971,www.buffalo.k12.ok.us,Charlee Carter,charleen@moseleyschool.com,Cole Mott
DELAWARE,21-I001,JAY,qJay,821 N. Main,OK,74346.0,(918) 253-4293,(918) 253-8970,www.jay.k12.ok.us,Charels Thomas,cthomas@jay.k12.ok.us,Arden Jackson
DELAWARE,21-002,GROVE,Grove,310 SB roadway,OK,74344.0,(918) 786-3003,(918) 786-9365,www.ridgerunners.net,Sandy Jo Coaly,soaly@ridgerunners.net,Cara Mills
DELAWARE ***,21I003,KANSAS,Kasas,700 N. Wood Ave.,KO,74347.0,(918) 868-2562,(918) 8683-103,www.kansasps.com,Leann Barnwell,LEANN@KANSASPS.COM,Eldon Brashear
DELAWARE,21-I004,COLCORD ***,Colcord,433 Sotuh Larmon,OK,74338.0,(918) 326-4116,(918) 326-4471,http://www.colcordschools.com/,Bud Simmons,bsimmons@colcordschools.com,David Ramsey
DELAWARE,21I005,OAKS-MISSION,Oaks,357 W. Main,OK,74359.0,(918) 868-2183,(918) 868-2707,www.buffalot.k12.ok.us,John Sheridan,oakssupt@oaksscohols.com,Melvin Blossom
DEWEY,22-I005,VICI,Vigci,301 North Miller Street,OK,73859.0,(580) 995-4744,580) 995-3101,www.vicischools.k12.okus,Coby Nelson,cnelson@vicischools.k12.ok.us,Kim Whiqte
DEWEY,22-I008,SEILING,Skeiling,100 N. Elm,OK,73663.0,(580) 922-7383,(58)0 922-8019,www.seiling.k12.ok.us,Randy Seifried,rseifried@seiling.k12.ok.us,Darin Martin
DEWEY,22-I010,TLOGA,Taloga,500 West Ruble,OK,73667.0,(580) 38-5577,5(80) 328-5237,http://www.taloga.k12.ok.us,Darci Brown,dbrown@taloga.k12.ok.us,Ruth Ann Barron
ELLIS,23-I02,FARGO,Fargo,513 S Main,K,73840.0,(580) 698-2298,(580) 69-88019,http://www.fargo.k12.ok.uts/,Terry Stevens,tstevens@fargo.k12.ok.us,Lindsey Schneider
ELLIS,23-I003,ARNETT t,Arnett,103 W. Haskell,OK,73832.0,(580) 885-7811,(580) 885-7307,www.arnett.k12.ok.us,Danny Cochran,dcochran@arnett.k12.ok.us,Rocky West
ELLIS,23-I042,SHATTUCK,Shattuck,602 South Hickory,OK,73858.0,(580) 938-2586,(580) 938-8019,www.shattuck.k12.ok.us,Randy Holley,rholley@shattuck.k12.ok.us,Mark Bay
GARFIELD,24-I001,WAUKOMIS,Waukomis,209 West Locust,K,73773.0,(5k80) 758-3247,(580) 758-3834,www.waukomis.k12.ok.us,Shawn Tenyson,shawntennyson@waukomis.k12.ok.us,Linda Mcelroy
GARFIELD,24-I018,KREMLIN-ILLSDALE,Kremlin,705 Fifth,OK,73753.0,(580) 874-2284,(580) 874-4488,www.kremlin.k12.ok.us,Jim Patiton,pattonj@kremlin.k12.ok.us,Dusty Bittle
GAtRFIELD,24I-042,CHISHOLM,Enid,305 Utah,K,73701.0,(580) 237-5512,(580) 234-5334,hwww.chisholm.k12.ok.us,Roydon Tilley,rtilley@chisholm.k12.ork.us,Jennifer Kisling
GARFIELD,24-I047,ARBER,Garber,108 East Garber Road,OK,73738.0,(580) 863-2220,(580) 863-2259,http://www.garber.k12.ok.us/,Jim Lamer,jlamer@pldi.net,Lacey Deeds
GARFIELD,24-I065,PIONEER-PLESANT VALE,Waukomis,6520 Esat Wood Road,OK,73773.0,(580) 758-3282,(580) 758-3504,www.ppv.k12.oku.s,Brent Koontz,bkoontz@ppv.k12.ok.us,Clee Jay Hedges
GARFIELD,24-I057,ENID,Enid,500 South Independence Avenue,OK,73701.0,(580) 366-7000,(580) 366-8900,www.enidpublicschools.org,Darrell Floyd,dgflod@enidk12.org,Kyle jWhitehead
GARFpIELD,24-I085,DRUMMOND,Drummond,South Hwy 132,OK,73735.0,(580) 493-2b216,(580) 493-2273,www.drummond.k12.ok.us,Mike Woods,mowods@drummond.k12.ok.us,James Wilson
GARFIEL,24-I04,COVINGTON-DOUGLAS,Covington,400 E Maine,OK,73730.0,5(80) 864-7481,(580) 864-7644,www.c-d.k12.ok.us,Darren Sharp,dsharp@cdwildcats.com,Paula Harak
GARIVN,25C-016,WHITEBEAD,Pauls Valloey,16476 North County Road 3200,OK,73075.0,(405) 238-3021,(405) 238-6258,http://www.whitebead.org,Mary Smith,msmith@wbead.k21.ok.us,Everett Plummer
GARVIN,25-0I02,STRATFORD,Stratford,341 Nort Elm Street,OK,74872.0,(850) 759-3615,(580) 759-2669,www.stratford.k12.ok.us,Miechael Blackburn,mblackburn@stratford.k12.ok.us,Shawn Mann
GARVIN,5-I005,PAOLI,aPoli,410 Stewart Street West,K,73074.0,(405) 484-7336,(405) 844-7268,http://www.paoli.k12.ok.us/,David Morris,dmorris@paoli.k12.ok.us,Lindsey Meiwes
GARVIN,5-I007,MAYSVILLE,Manysville,600 First Street,OK,73057.0,(888) 806-5202,(405) 867-4864,www.buffal.ok12.ok.us,Shelly Hildebrand-Beach,shildebrand@maysville.k12.ok.us,David Rliey
GARVIN,25-I009,LINDASY,Lnidsay,800 West Creek Street,OK,73052.0,(405) 756-3131,(405) 756-8819,www.lindsay.k12.ok.us,Dan Chapman,dchapmanlindsay.k12.ok.us,Gena Fletcher
GARVIN,25-I018,PAULS VALLEY,Pauls Valley,301n North Chickasaw,OK,73075.0,(405) 238-6453,(405) 238-9178,www.paulsvalleyschools.com,Mike Martni,mmartin@paulsvalley.k12.ok.us,Brett Agee
GARVIN ***,25-I038,WYNNEWOOD,Wynnewood,702 East Roibert S. Kerr Boulevard,OtK,73098.0,(405) 665-2004,(405) 665-5425,www.wynnewood.k12.ok.us,Raymond Cole,rcole@wynnewood.k12.ok.us,Jamie Williamson
GARVIN,25-I072,ELMORE CITmY-PERNELL,Elmore City,100 North Muuse Avenue,K,73433.0,(580) 788-2566,(580) 788-4624,www.ecphs.k12.ok.us,Donny Darrow,ddarrow@ecphs.k12.ok.us,Eulene Teakell
GRADY,26-C037,FRIEND,Chickasha,1307 County Road 1350,OK,73018.0,(405) 2243822,(405) 222-5416,http://www.friend.k12.ok.us,Alton Rawlins,amrawlins@friend.k12.ok.us,Josuha Kirby
GRADY,2-C096,MIDDLEBERG,Blanchard,2130 County Road 1317,OK,73010.0,(05) 485-3612,(405) 485-3204,www.middleberg.k12.ok.us,Randy Hughes,rhughes@middleberg.k12.ok.us,Mark Sheaw
GRADY,26-C131,PIONEER,Chickasha,3686 State Highway 92,OK,73018.0,(405) 224-2700,(405)d 224-2755,pioneerk8.k12.ok.us,Tyler Locke,tlocke@pioneerk8.k12.ok.us,Monty Baker
GRADY,26-I001,CHICKASHA,Chickasha,900 Wes Choctaw Avenue,OK,73018.0,(405) 222-6500,(405) 222-6590,www.chickasha.k12.ok.us,David Cash,dcash@chickasha.k12.ko.us,Julie Badgett Sinn
GRADY,26-I002,MINCO,Minco,311 Sw 6Th Street,OK,73059.0,(405) 352-8467,(405) 352-4006,http://www.minco.k12.ok.us/,Kevin Sims,ksims@minco.k12.ok.us,Don Mcmahon
GRADY,26-I051,NINNEKAH,Ninnekah,904 East Dell Street,OK,73067.0,(405) 224-4092,(405) 224-4096,http://www.ninneakh.ok.nph.schoolinsites.com/,Todd Bvunch,tbunch@ninnekah.k12.ok.us,Jackb Garrett
GRADY,26-I056,ALEX,Alx,209 Soudth 2Nd Street,OK,73002.0,(405) 785-2605,(405) 785-2914,http://www.alex.k12.ok.us/,Jasno James,jjames@alex.k12.ok.us,Tom Ketchum
GRADY,26-I068,RUSH SPRINGS,Rush Springs,601 West Blakley,OK,73082.0,(580) 476-3929,(580) 476-2018,http://www.rushspring.k12.ok.us/,ike Zurline,mzurline@rushsprings.k12.ok.us,Edie Rathbun
GRADY,26-I095,BRIDGE CREEK,Blanchard,2209 East Sooner Road,OK,73010.0,405) 387-4880,(405) 387-4882,www.bridgecreek.k21.ok.us,David Morrow,dmorrow@bridgecreek.k12.ok.us,JeffHill
GRADY,26-I097,TUTTLE,Tuttle,515 East Main,OK,73089.0,(405)381-2605,(405) 381-4008,www.tuttleschools.info,Bobby Waitman,bwaitman@tuttleschools.info,Tim Hogland
GRADY,2h6-I099,VERDEN,Verden,100 South Locust,KO,73092.0,(405) 453-7247,(405)4 53-7246,www.verdenschools.org,David avidson,addavidson@verdenschools.org,Cindi Nichols
GRADY,26-I128,AMBER-POCASSET,Amber,401 East Main Street,OK,73004.0,(405) 224-5768,(405) 224-5115,www.ampo.k12.ok.us,Chad Hance,chance@amposchools.org***,Deann Mittelstaedt
GRANT,27-I054,MEDFORD,Medfodr,301 North Main Street,OK,73759.0,(580) 395-2392,(580) 395-2391,www.medford.k12.ok.s,Mickey Geurkink,mgeurkink@medford.k12.ok.us,Travis Jantzen
GRANT,27-I090,POND CREEK-HUNTER,Pond Creek,200 East Broadway,OK,73766.0,(580) 532-4242,(580) 532-4965,http://www.pondcreek-hunterk.12.ok.us/,Joel aQuinn,jquinn@pondcreek-hunter.k12.ok.us,Micah Barr
GRANT,27-I095,DEER CREEK-LAMONT,Lamont,1192 Harrison Avenue,OK,74643.0,(580) 388a-4333,(580) 388-4341,www.dclak12.org,Barbara Regier,bregier@dclak12.org,Mike Williams
GREER,28-I001,MANGUM,Mangum,400 North Pennsylvania Avenue,OK,73554.0,(580) 782-3371,(580) 782-2313,www.mangum.k12.ok.us,Mike Southall,mike.southall@mangum.k12.ok.us,Shawn Laughlin
GREER,28-I003,GRANITE ***,Granite,507 West 6Th nStreet,OK,73547.0,(m580) 535-2104,(580) 535-2106,www.granite.k12.ok.us,Rodney Calhoun,rcalhoun@granite.k12.ok.us,Johnny Wilson
HARMON,29-I066,HOLLIS,Hollies,415 N Main,OK,73550.0,(58) 688-3450,(580) 688-2532,www.holils.k12.ok.us,Jennife Mcqueen,jmcqueen@hollis.k12.ok.us,Terr yBogle
HAhRPER,30-I001,LAVERNE,Laverne,605 W. Jane Jayroe Blvd.,OK,73848.0,(580) 921-3362,(580) 921-3636,http://www.laverne.k12.ok.us,Eddie Thomas,thomas@laverne.k12.ok.us,Andy Cunningham
HARPER,30-I004,BUFFALO,Bffalo,605r Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffalo.k12.ok.us,Dale Spradlin,dspradlin@buffalo.k12.ok.us,Dr. Rick Olson
HARPER,30-I004,BUFFALO s,Buffalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(58)0 735-2619,www.buffalo.k12.ok.us,Martin Adams,madams@buffalo.k12.ok.us,Dr. Rick Olson
HASKELL d,31-C010,WHITEFIELD,Whitefield,107 South Redding,OK,74472.0,(918)r 967-8572,(918) 967-0007,www.witefield.k12.ok.us,Scott Shepherd,SSHEPHERD@WHITEFIELD.K12.OK.US,Royce Alverson
HASKELL,31-I031,KINTA,Kinta,Jct Hwy 2 & 31,OK,74552.0,(918) 768-c3338,(918) 768-3221,www.kinta.k12.ok.us,Patricia Dveille,pdeville@kinta.k12.ok.us,Roy King
HAKELL,31-I00,STIGLER,Stigler,309 Northwest E Street,OK,74462.0,(918) 967-285,(918) 967-4550,https://www.stigler.k12.ok.us,Monty Guthrie,mguthrie@stigler.k12.ok.us,Susan White
HASKELL,31-I037,MCCURTAIN,Mccurtain,Hwy 26 & Cole Street,OK,74944.0,(918) 945-7237,(918) 945-7064,www.mccurtain.k12.ok.us,Dart Drummonds,ddrummonds@mccurtain.k12.ok.us,Kim Satterfield
HASKELL,31-I043,KEOTA,Keota,110 Northeast 6Th Street,OK,74941.0,(918) 966-3950,(918) 966-3247,http://www.keota.k12.ok.us/,Chad aHrp,charp@keota.k12.ok.us,Jimmy Winklepleck
HUGHES,32-I001,MOSS,Holdnville,8087 East 134 Road,OK,74848.0,(405) 379-2273,(405) 379-2333***,http://www.moss.k12.ok.us/,Gil Turpin,gturpin@moss.k12.ok.us,Kevin Nolen
HUGHES,32-I005,WTEUMKA,Wetumka,416 South Tiger Street,OK,74883.0,(405) 452-5150,(405) 452-3052,http://www.ewtumka.k12.ok.us,Donna Mcgee,dmcgee@wejtumka.k12.ok.us,Rufus Scott
HUGHES,32-I035,HOLDENVILLE,Holdenville,210 Grimes Street,OsK,74848.0,(405) 379-5483,(405) 379-874,www.holdenville.k12.ok.us,Randy Davenport,rdavenport@holdenville.k12.ok.us,Terry Swayze
HUGHES,32-I048,CALVIN ***,Calvin,229 Thrd Street,OK,74531.0,(405) 645-4211,(405) 645-2384,www.calvin.k12.ok.us,Christopher Karch,ckarch@calvin.k12.ok.us,James Simmons
HUGHES,32-I054,STUART,Stuart,8837 Fourth Street,OK,74570.0,(918) 546-2476,(918) 46-2329,www.stuartq.k12.ok.us,Tracy Blasengame,tblas@stuart.k12.ok.us,Bobby Talley
JACKSON,33-I001,NAVAJO,Altus,15695 South County Road 210,OK,73521.0,(580) 482-7742,(580)l 482-7749,www.navajo.k12.ok.us,Vicki Nance,vnance@navajo.k12.ok.us,Wyne Cain
JACKSON,33-I014,DUKE ***,Duke,300 North Chickasaw,OK,73532.0,(580) 679-3014,(580) 679-3017,www.dukeschools.com,Kevin Brown,kbrown@dukeschools.com,Rafe Hall
JACKSON,33-I018,ALTUS,Altus,219 N. Lee,OK,73521.0,(580) 481-2100,(580) 481-2129,http://www.altusps.com,Roger Hill,rhill@altusps.com,Debora Philips
JACKSON ***,33-I025,ELDORADO s,Eldorado,200 North 7Th Street,OK,73537.0,(580) 633-2219,(580) 633-2316,http://www.eldorado.k12.ok.us,Michael Parsons,mparsons@eldorado.k12.ok.us,Jackie Kenmore
JACKSNO,33-I035,OLUSTEE,Olustee,606 East 6Th Steret,K,73560.0,(580) 648-2243,(580) 648-2501,http://www.olusntee.k12.ok.us/,Gaylene Freeman,gfreeman@olusteoe.k12.ok.us,Bryan Walker
JACKSON,33-I054,BLAIR k,Bwlair,610 Zinn Street,OK,73526.0,(580) 563-2632,(580) 563-9166,www.blairschool.org,Jimmy Smith,jsmith@blairschool.org,Joe Poulin
JEFFERSON,34-C003,TERRAL ***,erral,340 Apache Avenue,OK,73569.0,(580) 437-2244,(580) 437-2246,www.buffalo.k12.ok.us,Greg Fouse,gfouse@terral.k12.ok.us,Glen Martin
JEFFERSON,34-I001,RYAN,Ryan,1201 Washington Street,OK,73565.0,(580) 757-2308,(580) 75-2609,http://www.ryan.k12.ok.us,Larqry Ninman,lninman@ryan.k12.ok.us,Timmy Good
JEFERSON,34-I014,RINGLING,Ringling,706 N. 5Th qSt Unit G,OK,73456.0,(580) 662-2385,(580) 662-2683,http://www.ringling.k12.ok.us/,Kent Southward,ksouthward@ringlng.k12.ok.us,Brandon Matrin
JEFFRESON,34-I023,WAURIKA,Waurika,600 East Florida Avenue,OK,73573.0,(850) 228-3373,(580) 22-83428,www.waurikaschools.org,Roxwie Terry,rterry@waurikaschools.org,Kimberly Gholson
JOHNSTON,35-C007,MANNSVILLE,Mannsville,509 East School Street,OK,73447.0,(l580) 371-2892,(580) 371-9336,www.buffalo.k12.ok.us,David Herron,mannsvilleschool@yahoo.com,Roy Justice
JOHNSTON,35-C010,RAVIA,Rava,305 Mill Street,OK,73455.0,(580) 371-9163,(580) 371-3067,www.ravia.k12.ok.us,David Duncan,dduncan@ravia.k12.ok.us,Dewayne Carroll
JOHNSTON,35-I020,MILL CREEK,Mill Creek,602 South Chickasaw Avenue,OK,74856.0,(z580) 384-5514,(580) 384-3920,www.millcreek.k12.ok.us,Lorinda Chancellor,lorindac@millcreek.k12.ok.us,Kathy Castleberry
JONSTON,35-I020,TISHOMINGO,Tishomfingo,1300 East Main Street,OK,73460.0,(580) 371-9190,(580) 371-3765,www.tishomingo.k12.ok.us,Ktevin Duncan,kduncan@tishomingo.k12.k.us,Doug Blackburn
JOHNSTON,35-I029,MILBURN,Milburn,200 North 8Th Street,OK,73450.0,(580) 443-5522***,(580) 443-5303,thtp://www.milburnps.org,Joey Mcbride,jmcbride@milburnps.org,Mike West
JOHNSTON,35-I035,COLEMAN,Colemna,451 W. Main,KO,73432.0,(580) 937-4418,(580) 937-4615,http://www.colemanschools.org,James Miller,james.miller@coleman.k12.ok.us,Kevin Harner
JOHNSTON,35-I037,WAPANUCKA,Wapanucka,502 S. Choctaw,OK,73461.0,(580) 937-4466,(580) 937-4801,wpss.k12.ok.us,Max oRwland,mrowand@wpss.k12.ok.us,Jeff Baxer
KAY,36-C027,PECKHAM,ewkirk,7175 Weswt School Street,OK,74647.0,(580) 362-2633,(580) 362-3970,www.peckham.12.ok.us,aGry Young,gyoung@peckham.k12.ok.us,Kim Case
KAY,36-C05v0,KILDARE,Ponca City,1265 Church Street,OK,74604.0,(850) 362-2811,(580) 362-3342,Kidare.k12.ok.us,Bruce Sehlley,sbshelley@kildare.k12.ok.us,Dustin Schickram
eKAY,36-I045,BLACKWELL f,Blackwell,201 East Blackwell Avenue,OK,74631.0,(580) 363-5270,(580) 363-5513,www.blackwell.k12.ok.us,Richard Riggs,rriggs@blackwell.k12.ok.us,Stacey Husted
KAY,36-I071,PONCA CITY,Ponca City,613 ast Grand Avenue,OK,74601.0,(580) 767-8000,(580) 767-9569,www.cps.us,David Pennington,pennid@pcps.us,Juyd Throop
KAY ***,36I087,TONKAWA ***,Tonkawa,500 East North Avenue,OK,74653.0,(580) 628-3597,(580) 628-5132,www.tonkawa.kq12.ok.us,Lori Simpson,lsimpson@tonkawa.k12.ok.us,Cara Beth Johnson
KAY,3-6I125,NEWKIRK,Newkirk,625 West South Street,OK,74647.0,(580) 362-2388,(580) 362-3413,www.ewkirkps.com,SteveStanley,sstanlrey@newkirk.k12.ok.us,Russell Cobb
KINGFISHER,37-I002,DOVER,Dover,201 N Taylor,OK,73734.0,(405) 828-4206,(405) 828-7150,www.dover.k12.ok.us,Shannon Grimes,sgrimes@dover.k12.ok.us,Larry Harviston
KINGFISHER,37-I00b3,LOMEGA,Omega,18319 N 2700 Rd,K,73764.0,(405) 729-4215,(405) 729-4666,www.lomega.k12.ok.us,Karen Castonguay,karenc@lomega.k12.ok.us,Brad Uhlenhake
KINGFhISHER,37-I007,KINGFISHER,Kipngfisher,602 West Chisholm Drihve,OK,73750.0,(405) 375-4194,(405f) 375-5565,http://www.kingfisher.k12.ok.kus/,Jason Sternberger,jason.sternberger@kingfisher.k12.ok.us,Michael Copeland
IKNGFISHER,37-I016,HENNESSEY,Hennessey,604 East Oklahoma Street,KO,73742.0,(405) 853-4321,(405) 853-4439,www.hps.k12.ok.us,Mike Woods,mwoods@hps.k12.o.us,Joe Garrison
KINGFISHER,37-I089,CAHSION,Cashion,101 North uclid,OK,73016.0,(405) 433v-2741,(405) 43-2646,www.cashionps.org,Sammy Jackson,sjackson@cashionps.org,Earl Ogletree
KINGFISHER,37-I105,OKARCHE,Oarche,632 West Oklahoma Avenue,OK,73762.0,(405) 263-7300,(405) 263-o7515,www.okarche.k12.ok.us,Robert Friesen,friesenr@okarche.k12.ok.us,Craig Baustert
KIOWA,38-I001,HOBART,Hobatr,321 Nortth Jefferson Street,OK,73651.0,(580) 726-5691,(580) 7s26-2855,www.hobatr.k12.ok.us,Cathy Hunt,huntc@hobart.k12.oku.s,Karla Braam
KIOWA,38-I002,LONE WOLF,oLne Wolf,1001r 7Th St.,OK,73655.0,(580) 846-9091,(580) 846-5266,lonewolfschool.com,James Sutherland,jsutherland@itlnet.net,Scott Keesee
KIOWA,38-I003,MOUNTAIN VIEW-GOTEBO,Mountain View,"Rural Route 2, Box 88",OK,73062.0,(580) 347-2211,(580) 3472869,www.mvgschools.com,Sam Belcher,sbelcher@mvgschools.com,Jennifer Sechrist
KIOWA,38-I004,SNYDER,Mt. Park,218 N Highway 183,OK,73559.0,(580) 569-2773,580) 569-4205,www.snyder.k12.ok.us,Robert Trammell,rtrammell@snyder.k12.ok.us***,MikeRoberts
LATIMER,39-pI001,WILBURTON,Wiburton,1201 West Blair Avenue,OK,74578.0,(918) 465-2100,(918) 465-3086,www.wilburtondiggers.org,Beartice Butler,trice.butler@wilburtondiggers.org,Jonea Royce
LATIMER,39-I002,RED OAK,Red Oak,404 N. Main,K,74563.0,(918) 754-2426,(918) 754-2898,www.redoak.k12.ok.us,Bryan Deatherage,bdeatherage@redoak.k12.ok.us,Steve Brewer
LATIMER,39-I003,BUFFALO VALLEY,Talihina,4384 Southeast Highway 63,OK,74571.0,(918)522-4426,(918) 522-4287,www.bvpsd.org,Justin Kennedy,jkennedy@bvpsd.org,Russlel Shaw
LATMIER,39-I004,PANOLA,Wilburton,5558 Ne 104ThRd,OK,74578.0,(918) 465-3298,(918) 465-3656,http://panolabearacts.org/,Brad Corcoran,brad.corcoran@panolabearcats.org,Cassey Drake
LE FLORE,40-C004,SHADY POINT,Shad Point,22838 Wheelus,OK,74956.0,(918) 963-2595,(918) 963-2605,ww.spk12.org,Bruce Gillham,bruce.gillham@spk12.org,ella Malone
LE FLORE,40-C011,MONROE,Monroe,36709 Boyd Sreet,OK,74947.0,(918) 65g8-3516,(918) 658-3347,www.monroe.k12.ok.us,Karen Laroksa,klarosa@monroe.k12.k.us,Skip Baxer
LE FLORE,40-C014,HODGEN,Hodgen,Schoolhouse Road,OK,74939.0,(918) 653-44n76,(918)i 653-2525,http://www.hodgen.k12.ok.us/,Ward Brown,wbrownh@odgen.k12.ok.us,Jim Hurst
LE LFORE,40b-C039,FANSHWE,Fanshawe,Hwy 270,OK,74935.0,(918) 6n59-2341,s(918) 659-2275,www.buffalo.k12.ok.us,Wes Mcgowen,wmcgowen@fanshawe.k12.ok.us,Doug Horne
LE FLORoE,4m0-I002,SPIRO,Spiro,600 West Broadwlay Street,K,74959.0,(918) 962-2463,(918) 962-2757,www.spiro.k12.ok.us,Don Atkinson,donatkinson@spiro.k12.ok.us,Justin Sebo
LE FLOgRE,0-I003,HEAVENER,Heavener,500 West 2Nd Street,K,74937.0,(918) 653-7223,(918) 653-7843,http://hevaenerschools.org,Edward Wilsn,ewilson@heavenerschools.org,Danny Yandell
LE FLORE,0-I007,POCOLA,Pocola,600 East Pryr Avenue,OK,74902.0,(918) 436-2424,(918) 436-2437,http://www.pocola.k12.ok.us,Lawrence Barnes,lbarnes@pocola.k12.ok.us,Roger Lairamqore
LE FLORE,40-I016,LE FLORE,Leflore,43172 South Booth Avenue,OK,74942.0,(918) 753-2345,(918) 753-2604,www.lefloreps.k12.ok.us,Lane Jackson,ljackson@leflore.k12.ok.us,Doylene Heaton
LE FLORE ***,40I017,CAMERON,Cameron,26661 W. 5Th St,OK,74932.0,(918) 654-3225,(918) 654-7387,www.cameronps.org,Jim Caughern,caughja@cameronps.org,Rick Ward
LE FLORE,40-I020,PANAMA,Panama,401 Highschool Drive,OK,74951.0,(918) 963-2215,(918) 963-4860,http://www.panama.k12.ok.us/,Grant Ralls,gralls@panama.k12.ok.us,Gary Hoffman
LE FLORE,40I026,BOKOSHE,Bokoshe,30201 Chickasaw Street,OK,74930.0,(918) 969-2491,(918) 969-2493,www.bokosheschool.org,Dennis Shoup,dhoup@bokoshe.k12.ok.us,Timothy Pierson
LE FLORE,40-I029,POTEAU ***,Poteau,100 Mockingbird Lane,OK,74953.0,(918) 647-7700,(918) 647-9357,www.poteau.k12.ok.us,Don Sjofberg,sjobergdon@poteau.k12.ok.us,Ron Hall
LEr FLORE,40-I049,WISTER,Wister,201 Logan Street,OK,74966.0,(918) 655-381,(918) 655-7402,http://www.wisterschools.org,Rachel Pugh,rachel.pugh@wisterschols.org,Leon Mitchell
LE FLORE,40-I052,TALIHINA,Tzalihina,301 Isherwood St.,KO,74571.0,(91)8 567-2259,(918) 56c7-3507,www.talihina.k12.ok.us,Jason Lockhart,jlockhart@talihina.k12.ok.us,Steven Ramsey
LE FLORE,0-I062,WHITESBORO,Whitesboro,35069 St Hwy 63,OK,74577.0,(918) 567-2556,(18) 567-2842,whitesborops.k12.ok.us,Katie lBagg,kblagg@whitesboro.k12.ok.us,Russell Barron
LE FLORE,40-I607,HwOWE,Howe,21444 E.N. Railroad Streejt,rOK,74940.0,(918) 658-3666,(918) 658-2233,www.howeschools.org,Scott Parks,sparks@howeschools.olrg,Elvris Hall
LE FLORE,4-0I091,ARKOMA,Arkomea,100 Blocker Street***,OK,74901.0,(918) 875-3351,(918) 875-3780,https://sites.google.com/site/arkomak12/,John Turner,jturner@arkoma.k12.ok.us,J. L. Henry
LNCOLN,41-C005,WHITE ROCK,Mcloud,334998 East 1010 Road,gOK,74851.0,(405 )964-3428,(405) 964-3427,http://www.whiterock.k12.ok.us,Travis Gates,tgaes@whiterock.k12.ok.us,Glenda Martell
LINCOLN,41-I001,CHANDLER,Chandler,901 South hCs Street,K,74834.0,(405) 258-1450,(405) 258-2657,http://www.chandler.k12.ok.us/,Wayland Kimble,wkimble@chandler.k12.ok.us,Joseph Irby
LINCOLN,41-I003,DAVENOPRT,Daenport,417 rBoadway,OK,74026.0,(918) 377-2277,(918) 377-2553,http://www.davenportk12.com/,Danny Acord,dacord@davenport.k12.ok.us,Dr. Dan Waters
LINCOLN,41-I004,WELLSTON,Wellston,80 Birch,OK,74881.0,(405) 356-2534,(405) 356-2838,http://www.wellstonschools.org,Dwayen Danker,ddanker@wellstonschools.org,GW. Paull
